categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;hora_redondeada;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto;tiempo_de_cierre;Column1
TRÁNSITO,PROBLEMA CON INTERVENCIONES DE ARBOLADO,FALTA DE RECOLECCIÓN DE RESTOS DE PODA DE ARBOLADO PÚBLICO,SOLICITUD,6/1/2021,10:15:29 PM,22:30:00,10,VERSALLES,ALCARAZ,5985,-34.63057714,-58.51620349,App BA 147,Femenino,Cerrado,01/02/2021,1:29:10 PM,26,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,6/1/2021,10:43:27 PM,22:30:00,10,VILLA LURO,PORTILLO,1236,-34.62864818,-58.51310848,GCS Web,Femenino,Cerrado,08/01/2021,12:05:52 PM,2,
TRÁNSITO,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,SOLICITUD,6/1/2021,10:42:34 PM,22:30:00,13,BELGRANO,WASHINGTON,2087,-34.56976306,-58.46927612,GCS Web,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,10:26:29 PM,22:30:00,9,LINIERS,FONROUGE,4,-34.63947314,-58.51584437,App BA 147,Femenino,Cerrado,08/01/2021,1:46:48 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,10:23:23 PM,22:30:00,14,PALERMO,GURRUCHAGA,1450,-34.59028246,-58.43078695,App BA 147,Masculino,Cerrado,11/01/2021,8:30:34 AM,4,
TRÁNSITO,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,SOLICITUD,7/1/2021,10:29:46 PM,22:30:00,14,PALERMO,SARMIENTO AV.,4650,-34.56686743,-58.40566948,App BA 147,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,10:28:22 PM,22:30:00,2,RECOLETA,LAPRIDA,1256,-34.59403935,-58.40752473,App BA 147,Masculino,Cerrado,08/01/2021,1:46:48 PM,1,
TRÁNSITO,DEFENSA AL CONSUMIDOR,INCONVENIENTES PARA EL ESTACIONAMIENTO DE BICICLETAS EN GARAJES,DENUNCIA,7/1/2021,10:25:35 PM,22:30:00,2,RECOLETA,URIBURU JOSE E.; PRES.,1541,-34.59077776,-58.39632629,App BA 147,Femenino,Cerrado,11/01/2021,8:54:53 PM,4,
TRÁNSITO,DEFENSA AL CONSUMIDOR,INCONVENIENTES PARA EL ESTACIONAMIENTO DE BICICLETAS EN GARAJES,DENUNCIA,7/1/2021,10:34:42 PM,22:30:00,2,RECOLETA,PACHECO DE MELO; JOSE ANDRES,2125,-34.58991526,-58.39606266,App BA 147,Femenino,Cerrado,11/01/2021,8:55:11 PM,4,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),SERVICIO,6/1/2021,10:17:08 PM,22:30:00,7,PARQUE CHACABUCO,ZUVIRIA,93,-34.62846036,-58.42771522,GCS Web,Masculino,Cerrado,08/01/2021,3:47:56 PM,2,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,6/1/2021,10:18:18 PM,22:30:00,7,PARQUE CHACABUCO,ZUVIRIA,93,-34.62846036,-58.42771522,GCS Web,Masculino,Cerrado,08/01/2021,3:47:51 PM,2,
TRÁNSITO,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,SOLICITUD,6/1/2021,10:20:37 PM,22:30:00,7,PARQUE CHACABUCO,LA PLATA AV.,1015,-34.62728287,-58.42680402,GCS Web,Masculino,Cerrado,08/01/2021,3:44:20 PM,2,
TRÁNSITO,MARCAS VIALES Y SEÑALES EN CALLE,REPARACIÓN DE VEREDA ROTA POR EMPRESA DE SERVICIO,SOLICITUD,6/1/2021,10:22:00 PM,22:30:00,1,SAN NICOLAS,ESMERALDA,620,-34.60097335,-58.3782329,App BA 147,Femenino,Abierto,,,,
TRÁNSITO,HABILITACIONES Y PERMISOS,ESTABLECIMIENTO SIN HABILITACIÓN,DENUNCIA,6/1/2021,10:25:02 PM,22:30:00,15,VILLA CRESPO,PRINGLES,1251,-34.59732303,-58.42630334,GCS Web,Masculino,Cerrado,12/01/2021,2:24:56 PM,6,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,10:15:21 PM,22:30:00,14,PALERMO,BAEZ,400,-34.57154091,-58.43213222,App Denuncia Vial,Masculino,Cerrado,08/01/2021,4:16:23 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,10:25:55 PM,22:30:00,2,RECOLETA,LAPRIDA,1256,-34.59403935,-58.40752473,App BA 147,Masculino,Cerrado,08/01/2021,1:46:47 PM,1,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,7/1/2021,10:44:27 PM,22:30:00,11,VILLA DEVOTO,VARELA; JOSE PEDRO,4980,-34.61188859,-58.5189343,App BA 147,Femenino,Cerrado,08/01/2021,11:12:22 PM,1,
TRÁNSITO,DEFENSA AL CONSUMIDOR,INCONVENIENTES PARA EL ESTACIONAMIENTO DE BICICLETAS EN GARAJES,DENUNCIA,7/1/2021,10:41:54 PM,22:30:00,2,RECOLETA,LARREA,1344,-34.5914992,-58.39964729,App BA 147,Femenino,Cerrado,11/01/2021,8:55:28 PM,4,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,10:36:32 PM,22:30:00,11,VILLA DEVOTO,SEGUROLA AV.,2550,-34.61287112,-58.50740778,App Denuncia Vial,Masculino,Cerrado,08/01/2021,1:46:49 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,10:39:49 PM,22:30:00,13,BELGRANO,ARCOS,2681,-34.55501259,-58.45843746,App Denuncia Vial,Masculino,Cerrado,08/01/2021,4:16:24 PM,1,
TRÁNSITO,CONTROL AMBIENTAL,LOCAL GASTRONÓMICO QUE OCUPA ESPACIO PÚBLICO CON MESAS Y SILLAS,DENUNCIA,7/1/2021,10:40:32 PM,22:30:00,13,NUÑEZ,RIVADAVIA MARTIN; COMODORO,1696,-34.54226935,-58.46372981,App BA 147,Masculino,Cerrado,12/02/2021,2:26:42 PM,36,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,10:34:31 PM,22:30:00,11,VILLA DEVOTO,SEGUROLA AV.,2550,-34.61287112,-58.50740778,App Denuncia Vial,Masculino,Cerrado,08/01/2021,4:16:23 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,10:37:50 PM,22:30:00,14,PALERMO,ARCE,502,-34.56997906,-58.43256593,App Denuncia Vial,Masculino,Cerrado,08/01/2021,4:16:24 PM,1,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,7/1/2021,10:17:04 PM,22:30:00,14,PALERMO,GURRUCHAGA,1450,-34.59028246,-58.43078695,App BA 147,Masculino,Cerrado,11/01/2021,8:30:33 AM,4,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,6/1/2021,10:27:33 PM,22:30:00,6,CABALLITO,RIVADAVIA AV.,4620,-34.6157839,-58.43058448,App BA 147,Femenino,Cerrado,08/01/2021,3:46:12 PM,2,
TRÁNSITO,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,7/1/2021,10:33:52 PM,22:30:00,4,BARRACAS,HORNOS; GRAL.,894,-34.63716674,-58.37645969,App BA 147,Masculino,Cerrado,09/01/2021,5:36:06 PM,2,
TRÁNSITO,LIMPIEZA DE VÍA PÚBLICA,LAVADO DE CONTENEDOR,SOLICITUD,7/1/2021,10:38:13 PM,22:30:00,6,CABALLITO,GAINZA; MARTIN DE; GRAL.,580,-34.61534558,-58.44669019,GCS Web,Masculino,Cerrado,09/01/2021,8:39:53 PM,2,
TRÁNSITO,LIMPIEZA DE VÍA PÚBLICA,LAVADO DE CONTENEDOR,SOLICITUD,7/1/2021,10:28:56 PM,22:30:00,9,MATADEROS,GUARDIA NACIONAL,1870,-34.65414189,-58.48501644,GCS Web,Femenino,Cerrado,14/01/2021,12:35:52 PM,7,
ALUMBRADO,INCONVENIENTE CON EL SISTEMA PARA LA INSCRIPCIÓN DE DEFUNCIONES (CARGA HOSPITALES),INCONVENIENTE CON EL SISTEMA PARA LA INSCRIPCIÓN DE DEFUNCIONES (CARGA HOSPITALES),QUEJA,1/1/2021,11:06:20 PM,23:00:00,,,,,,,GCS Web,Femenino,Abierto,,,,
ALUMBRADO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,1/1/2021,11:02:14 PM,23:00:00,14,PALERMO,CIUDAD DE LA PAZ,199,-34.57522736,-58.44009207,GCS Web,Masculino,Cerrado,06/01/2021,6:31:29 AM,5,
ALUMBRADO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,1/1/2021,11:03:46 PM,23:00:00,14,PALERMO,CIUDAD DE LA PAZ,199,-34.57522736,-58.44009207,GCS Web,Masculino,Cerrado,06/01/2021,6:31:29 AM,5,
ALUMBRADO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,1/1/2021,10:51:35 PM,23:00:00,7,FLORES,GAVILAN,881,-34.6192955,-58.46414521,App Denuncia Vial,Masculino,Cerrado,06/01/2021,8:30:46 AM,5,
ALUMBRADO,PLANTACIÓN DE ÁRBOL,PLANTACIÓN DE ÁRBOL,SOLICITUD,1/1/2021,11:06:20 PM,23:00:00,13,BELGRANO,CUBA,2546,-34.5567924,-58.45839559,GCS Web,Masculino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,CONTROL AMBIENTAL,LOCAL GASTRONÓMICO QUE OCUPA ESPACIO PÚBLICO CON MESAS Y SILLAS,DENUNCIA,2/1/2021,11:03:05 PM,23:00:00,13,BELGRANO,SUCRE; ANTONIO JOSE DE; MCAL.,601,-34.55255761,-58.43595402,App BA 147,Masculino,Cerrado,18/02/2021,12:07:34 AM,47,
ARBOLADO Y ESPACIOS VERDES,RUIDOS MOLESTOS; EMANACIONES O DERRAMES,RUIDOS MOLESTOS Y VIBRACIONES,DENUNCIA,2/1/2021,10:55:48 PM,23:00:00,14,PALERMO,GURRUCHAGA,1824,-34.58784755,-58.42702042,App BA 147,Femenino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,EVALUACIÓN AMBIENTAL,REPARACIÓN DE LUMINARIA POR ARTEFACTO ROTO,SOLICITUD,2/1/2021,10:57:06 PM,23:00:00,4,BARRACAS,LUJAN,2231,-34.65587258,-58.37608046,App BA 147,Femenino,Cerrado,05/01/2021,12:16:06 PM,3,
ARBOLADO Y ESPACIOS VERDES,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,2/1/2021,10:56:41 PM,23:00:00,6,CABALLITO,MITRE; EMILIO,432,-34.62737822,-58.44315467,App BA 147,Masculino,Cerrado,06/01/2021,8:33:12 AM,4,
ARBOLADO Y ESPACIOS VERDES,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,2/1/2021,11:05:27 PM,23:00:00,12,VILLA URQUIZA,MENDOZA,,-34.57378783,-58.47885289,App Denuncia Vial,Masculino,Cerrado,06/01/2021,8:33:13 AM,4,
ARBOLADO Y ESPACIOS VERDES,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,1/1/2021,11:00:52 PM,23:00:00,4,PARQUE PATRICIOS,LA RIOJA,1850,-34.63267923,-58.40606607,App BA 147,Femenino,Cerrado,02/01/2021,5:24:58 PM,1,
ARBOLADO Y ESPACIOS VERDES,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,SOLICITUD,1/1/2021,11:07:04 PM,23:00:00,13,NUÑEZ,ARRIBEÑOS,3315,-34.54710143,-58.4589618,App BA 147,Masculino,Cerrado,05/01/2021,9:12:05 AM,4,
ARBOLADO Y ESPACIOS VERDES,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),SERVICIO,1/1/2021,10:54:56 PM,23:00:00,10,VILLA REAL,CORTINA,2268,-34.62082142,-58.52447636,App BA 147,Femenino,Cerrado,07/01/2021,12:19:39 PM,6,
ARBOLADO Y ESPACIOS VERDES,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,1/1/2021,11:03:36 PM,23:00:00,15,PARQUE CHAS,VICTORICA; BENJAMIN; GENERAL; AV.,2796,-34.58425339,-58.47931668,GCS Web,Femenino,Cerrado,04/01/2021,9:31:24 PM,3,
ARBOLADO Y ESPACIOS VERDES,RUIDOS MOLESTOS; EMANACIONES O DERRAMES,MALOS OLORES / HUMOS / GASES TÓXICOS,DENUNCIA,2/1/2021,11:08:21 PM,23:00:00,4,BARRACAS,LUJAN,2288,-34.65609081,-58.37661082,App BA 147,Femenino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,SOLICITUD,2/1/2021,11:06:51 PM,23:00:00,7,FLORES,YERBAL,3046,-34.62999409,-58.47225426,App BA 147,Masculino,Cerrado,04/01/2021,2:28:45 PM,2,
ARBOLADO Y ESPACIOS VERDES,RUIDOS MOLESTOS; EMANACIONES O DERRAMES,RUIDOS MOLESTOS Y VIBRACIONES,DENUNCIA,2/1/2021,11:00:41 PM,23:00:00,14,PALERMO,COSTA RICA,4711,-34.58787014,-58.4273659,App BA 147,Femenino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,VEHÍCULOS ABANDONADOS,REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO,SOLICITUD,2/1/2021,10:50:50 PM,23:00:00,5,ALMAGRO,QUITO,4205,-34.61698616,-58.42605876,GCS Web,Masculino,Cerrado,05/01/2021,10:38:52 AM,3,
ARBOLADO Y ESPACIOS VERDES,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,SOLICITUD,2/1/2021,11:07:35 PM,23:00:00,11,VILLA DEVOTO,GUALEGUAYCHU,3474,-34.60385749,-58.51158199,App BA 147,Masculino,Cerrado,05/01/2021,4:00:12 PM,3,
CALLES Y VEREDAS,HIGIENE Y SEGURIDAD ALIMENTARIA,ALIMENTOS EN MALAS CONDICIONES,DENUNCIA,2/1/2021,11:10:10 PM,23:00:00,11,VILLA DEL PARQUE,LOZANO; PEDRO,3027,-34.59997171,-58.49300852,GCS Web,Femenino,Cerrado,11/01/2021,10:18:01 PM,9,
CALLES Y VEREDAS,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,3/1/2021,11:08:30 PM,23:00:00,12,VILLA PUEYRREDON,VALLEJOS,2376,-34.58411283,-58.49472225,GCS Web,Masculino,Cerrado,06/01/2021,9:53:58 PM,3,
CALLES Y VEREDAS,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,SOLICITUD,3/1/2021,11:12:41 PM,23:00:00,12,VILLA PUEYRREDON,VALLEJOS,2376,-34.58411283,-58.49472225,GCS Web,Masculino,Cerrado,12/04/2021,1:14:08 PM,99,
CALLES Y VEREDAS,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),SERVICIO,3/1/2021,11:10:45 PM,23:00:00,11,VILLA DEVOTO,SOLA; MANUEL,4469,-34.61098769,-58.50838056,App BA 147,Masculino,Cerrado,04/01/2021,9:34:28 PM,1,
CALLES Y VEREDAS,CESTOS Y CONTENEDORES,REPARACIÓN DE CONTENEDOR,SOLICITUD,3/1/2021,10:59:20 PM,23:00:00,9,MATADEROS,ZELADA,6253,-34.65082865,-58.50784706,App BA 147,Femenino,Cerrado,05/01/2021,12:55:41 PM,2,
CALLES Y VEREDAS,LIMPIEZA DE VÍA PÚBLICA,LAVADO DE CONTENEDOR,SOLICITUD,3/1/2021,11:00:25 PM,23:00:00,6,CABALLITO,MITRE; EMILIO,474,-34.62777699,-58.44312888,App BA 147,Masculino,Cerrado,05/01/2021,11:52:03 AM,2,
CALLES Y VEREDAS,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,SOLICITUD,2/1/2021,10:50:35 PM,23:00:00,15,PARQUE CHAS,VIRREYES,3045,-34.59125976,-58.47651355,App BA 147,Masculino,Cerrado,04/01/2021,7:22:17 PM,2,
CALLES Y VEREDAS,LIMPIEZA DE VÍA PÚBLICA,LAVADO DE CONTENEDOR,SOLICITUD,2/1/2021,11:01:56 PM,23:00:00,7,FLORES,YERBAL,3032,-34.63013479,-58.47279518,App BA 147,Masculino,Cerrado,04/01/2021,3:17:33 PM,2,
CALLES Y VEREDAS,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,2/1/2021,11:01:36 PM,23:00:00,11,VILLA DEL PARQUE,LEON; BERNARDO DE,2514,-34.6033289,-58.47643234,GCS Web,Femenino,Cerrado,06/01/2021,12:25:40 AM,4,
CALLES Y VEREDAS,MARCAS VIALES Y SEÑALES EN CALLE,REPARACIÓN DE VEREDA ROTA POR EMPRESA DE SERVICIO,SOLICITUD,2/1/2021,10:47:06 PM,23:00:00,11,VILLA SANTA RITA,TRES ARROYOS,3440,-34.62099406,-58.48299464,GCS Web,Femenino,Abierto,,,,
CALLES Y VEREDAS,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,2/1/2021,11:13:27 PM,23:00:00,5,ALMAGRO,CASTRO,782,-34.62093453,-58.42045948,App BA 147,Femenino,Cerrado,05/01/2021,11:47:33 AM,3,
CALLES Y VEREDAS,VEHÍCULOS ABANDONADOS,REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO,SOLICITUD,3/1/2021,11:10:12 PM,23:00:00,15,CHACARITA,CASTILLO,1577,-34.58700253,-58.44303771,App BA 147,Masculino,Cerrado,08/01/2021,10:27:09 AM,5,
CALLES Y VEREDAS,PARQUES Y PLAZAS,MANTENIMIENTO DE PATIO DE JUEGOS EN PARQUE/PLAZA,SOLICITUD,3/1/2021,11:09:58 PM,23:00:00,4,PARQUE PATRICIOS,,,-34.63632501,-58.3944888,GCS Web,Femenino,Abierto,,,,
CALLES Y VEREDAS,REPARACIÓN DE LUMINARIA,REPARACIÓN DE LUMINARIA APAGADA DURANTE LA NOCHE,SOLICITUD,3/1/2021,11:03:02 PM,23:00:00,15,VILLA CRESPO,HUMBOLDT,864,-34.59158548,-58.4437417,App BA 147,Femenino,Cerrado,05/01/2021,1:19:01 PM,2,
CALLES Y VEREDAS,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,3/1/2021,10:55:34 PM,23:00:00,10,VERSALLES,BRUSELAS,807,-34.62784233,-58.52299568,App Denuncia Vial,Masculino,Cerrado,06/01/2021,8:34:35 AM,3,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,SOLICITUD,1/1/2021,10:59:52 PM,23:00:00,8,VILLA LUGANO,SORIA EZEQUIEL,2877,-34.66410317,-58.47648217,App BA 147,Femenino,Abierto,,,,
CONTROL EDILICIO; OBRAS Y CATASTRO,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,3/1/2021,10:53:15 PM,23:00:00,15,VILLA CRESPO,VILLARROEL,1027,-34.59474146,-58.44293927,App BA 147,Masculino,Cerrado,12/01/2021,11:57:41 PM,9,
FISCALIZACIÓN ACTIVIDADES COMERCIALES,LIMPIEZA DE VÍA PÚBLICA,DESRATIZAR; DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA,SOLICITUD,2/1/2021,11:02:23 PM,23:00:00,14,PALERMO,CIUDAD DE LA PAZ,198,-34.57531474,-58.44017877,GCS Web,Femenino,Abierto,,,,
FISCALIZACIÓN ACTIVIDADES COMERCIALES,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,SOLICITUD,2/1/2021,11:02:56 PM,23:00:00,8,VILLA LUGANO,HUBAC,6111,-34.66649265,-58.48795383,App BA 147,Masculino,Cerrado,04/01/2021,12:24:34 PM,2,
LIMPIEZA Y RECOLECCIÓN,SUBTES,MEJORA DE BARRIDO,QUEJA,3/1/2021,11:07:38 PM,23:00:00,15,VILLA CRESPO,HUMBOLDT,864,-34.59158548,-58.4437417,App BA 147,Femenino,Cerrado,04/01/2021,7:23:33 PM,1,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,3/1/2021,11:00:04 PM,23:00:00,11,VILLA DEVOTO,SOLA; MANUEL,4469,-34.61098769,-58.50838056,App BA 147,Masculino,Cerrado,04/01/2021,9:34:23 PM,1,
LIMPIEZA Y RECOLECCIÓN,BACHES,REPARACIÓN/REPOSICIÓN DE TAPA DE EMPRESA DE SERVICIO PÚBLICO EN VEREDA,SOLICITUD,3/1/2021,10:53:48 PM,23:00:00,1,RETIRO,SUIPACHA,1404,-34.59114981,-58.38020395,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,2/1/2021,11:14:10 PM,23:00:00,11,VILLA DEL PARQUE,SIMBRON,3070,-34.59851061,-58.49471138,App BA 147,Femenino,Cerrado,04/01/2021,9:34:19 PM,2,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,LAVADO DE CONTENEDOR,SOLICITUD,4/1/2021,10:47:08 PM,23:00:00,12,VILLA URQUIZA,TRONADOR,2073,-34.5715011,-58.47196921,App BA 147,Femenino,Cerrado,06/01/2021,11:06:42 AM,2,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,VEREDA SUCIA POR MASCOTAS,REPORTE,4/1/2021,11:13:09 PM,23:00:00,1,SAN TELMO,INDEPENDENCIA AV.,400,-34.61728811,-58.37142383,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,,CRUCE PELIGROSO O CALLE CON INCONVENIENTES VIALES,REPORTE,4/1/2021,10:52:50 PM,23:00:00,12,SAAVEDRA,LUGONES,,-34.55420465,-58.4930577,App BA 147,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,QUEJA,4/1/2021,10:58:21 PM,23:00:00,13,COLEGIALES,LACROZE; FEDERICO AV.,2778,-34.57334207,-58.44669066,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,MAYOR ILUMINACIÓN EN CALLE,MAYOR ILUMINACIÓN EN CALLE / PLAZA,SOLICITUD,4/1/2021,11:01:56 PM,23:00:00,4,BARRACAS,ROCHA,1501,-34.64220216,-58.37183666,App BA 147,Femenino,Cerrado,06/01/2021,12:08:09 PM,2,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,VACIADO DE CAMPANA VERDE,SOLICITUD,4/1/2021,11:09:25 PM,23:00:00,9,MATADEROS,BILBAO; FRANCISCO,5590,-34.65834152,-58.489298,GCS Web,Masculino,Cerrado,26/01/2021,9:42:08 AM,22,
LIMPIEZA Y RECOLECCIÓN,Tapas,REPINTADO / REPARACIÓN DE MARCA VIAL EN CALLE O CORDÓN,SOLICITUD,4/1/2021,10:54:42 PM,23:00:00,1,RETIRO,PARAGUAY,385,-34.59726561,-58.37278492,App BA 147,Masculino,Cerrado,05/04/2021,8:19:27 PM,91,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,3/1/2021,11:05:02 PM,23:00:00,6,CABALLITO,MITRE; EMILIO,452,-34.62758876,-58.44313895,App BA 147,Masculino,Cerrado,06/01/2021,7:44:13 PM,3,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REPARACIÓN DE CONTENEDOR,SOLICITUD,3/1/2021,11:12:41 PM,23:00:00,15,CHACARITA,CASTILLO,1560,-34.58721156,-58.44292645,App BA 147,Masculino,Cerrado,21/01/2021,12:29:59 PM,18,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,10:52:18 PM,23:00:00,12,VILLA PUEYRREDON,CUENCA,4475,-34.59048394,-58.50446989,App BA 147,Femenino,Cerrado,06/01/2021,12:30:24 AM,2,
LIMPIEZA Y RECOLECCIÓN,EVALUACIÓN AMBIENTAL,REPARACIÓN DE LUMINARIA POR ARTEFACTO ROTO,SOLICITUD,4/1/2021,10:52:28 PM,23:00:00,11,VILLA DEVOTO,MERCEDES,3011,-34.60765222,-58.50606147,GCS Web,Masculino,Cerrado,19/01/2021,1:44:39 PM,15,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,SOLICITUD,2/1/2021,11:00:26 PM,23:00:00,7,FLORES,YERBAL,3032,-34.63013479,-58.47279518,App BA 147,Masculino,Cerrado,04/01/2021,3:17:08 PM,2,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE LUMINARIA,REPARACIÓN DE LUMINARIA APAGADA DURANTE LA NOCHE,SOLICITUD,4/1/2021,11:10:48 PM,23:00:00,1,MONSERRAT,ALSINA; ADOLFO,917,-34.61062609,-58.3794514,App BA 147,Femenino,Cerrado,07/01/2021,2:52:43 PM,3,
LIMPIEZA Y RECOLECCIÓN,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,SOLICITUD,4/1/2021,11:10:40 PM,23:00:00,9,LINIERS,PATRON,6131,-34.64537828,-58.51248801,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,4/1/2021,11:00:41 PM,23:00:00,12,VILLA URQUIZA,PEDRAZA; MANUELA,5586,-34.5673531,-58.49660351,App BA 147,Masculino,Cerrado,06/01/2021,9:57:35 PM,2,
